tweet,label,negation_flag,intensifier_flag,annotated_tweet,text
بالرغم من كل الجراح التي تسكن في قلبي، وفي الجزء الضئيل الذي أشعر به تجاه الذين من حولي، بالرغم من أنني أحاول كثيرًا أن أخرج للعالم بوجه يليق بي، ليس بالوجه الحزين، ولا أظهر لهم مدى هشاشه مشاعري,1,1,0,بالرغم الجراح التي تسكن قلبي، وفي الجزء الضئيل الذي اشعر تجاه الذين حولي، بالرغم انني احاول كثيرا اخرج للعالم بوجه يليق بي، ليس بالوجه الحزين، ولا اظهر لهم مدي هشاشه مشاعري,بالرغم من كل الجراح التي تسكن في قلبي، وفي الجزء الضئيل الذي اشعر به تجاه الذين من حولي، بالرغم من انني احاول كثيرا ان اخرج للعالم بوجه يليق بي، ليس بالوجه الحزين، ولا اظهر لهم مدي هشاشه مشاعري
حاسه بإنتكاسة إكتئاب من سويعات قليلة داهمتني وانا اطالع بعض الأخبار المزعجة ودي عاد الإكتئاب يحترم نفسه ويأجلها لبعد الويكند 😞,1,0,0,حاسه بانتكاسه اكتئاب سويعات قليله داهمتني وانا اطالع بعض الاخبار المزعجه ودي عاد الاكتئاب يحترم نفسه وياجلها لبعد الويكند,حاسه بانتكاسه اكتئاب من سويعات قليله داهمتني وانا اطالع بعض الاخبار المزعجه ودي عاد الاكتئاب يحترم نفسه وياجلها لبعد الويكند 😞
نوبات قلق متتاليه!,1,0,0,نوبات قلق متتاليه,نوبات قلق متتاليه!
"إنعدام الشّعور الخدر العاطفِي_x000D_
اكتئاب أم نُضج فِكري",1,0,0,انعدام الشعور الخدر العاطفي اكتئاب نضج فكري,انعدام الشعور الخدر العاطفي_x<NUM>D_اكتئاب ام نضج فكري
يحتاج اسبوع اطلع من اكتئاب هاي الحلقة,1,0,0,يحتاج اسبوع اطلع اكتئاب هاي الحلقه,يحتاج اسبوع اطلع من اكتئاب هاي الحلقه
 اضحك ولا ابكي قسم بالله قهر,1,0,0,اضحك ولا ابكي قسم بالله قهر,اضحك ولا ابكي قسم بالله قهر
رُهاب,1,0,0,رهاب,رهاب
أنا من امبارح لا حاسة بطعم أكل ولا شرب ولا سجاير وبفكر جدياً في الانتحار,1,1,0,انا امبارح حاسه بطعم اكل ولا شرب ولا سجاير وبفكر جديا الانتحار,انا من امبارح لا حاسه بطعم اكل ولا شرب ولا سجاير وبفكر جديا في الانتحار
حزن الدنيا كله كوم و حزن إنك بذلت مجهود ع الفاضي ده كوم تاني,1,0,0,حزن الدنيا كله كوم حزن انك بذلت مجهود الفاضي كوم تاني,حزن الدنيا كله كوم و حزن انك بذلت مجهود ع الفاضي ده كوم تاني
وكيف أجعل نفسي مطمئنة دون صراعات أو نوبات قلق ,1,0,0,وكيف اجعل نفسي مطمئنه دون صراعات نوبات قلق,وكيف اجعل نفسي مطمئنه دون صراعات او نوبات قلق
هو البقاء لله وكل حاجه يعني بس انا جالي اكتئاب من الي بشوفو ع الفيس بوك,1,0,0,البقاء لله وكل حاجه يعني انا جالي اكتئاب الي بشوفو الفيس بوك,هو البقاء لله وكل حاجه يعني بس انا جالي اكتئاب من الي بشوفو ع الفيس بوك
جاني هلع,1,0,0,جاني هلع,جاني هلع
لا بس سألت طبيب نفسي علشان بعاني من نوبات اكتئاب,1,1,0,سالت طبيب نفسي علشان بعاني نوبات اكتئاب,لا بس سالت طبيب نفسي علشان بعاني من نوبات اكتئاب
حين اكون منعزلاً عن الجميع فانا بداخلي دمع اخبئه عن اعينهم و لدي من الافكار ما تجعلني مكتئب و فاقد القدرة على مخالطتهم,1,1,0,حين اكون منعزلا الجميع فانا بداخلي دمع اخبئه اعينهم لدي الافكار تجعلني مكتئب فاقد القدره علي مخالطتهم,حين اكون منعزلا عن الجميع فانا بداخلي دمع اخبئه عن اعينهم و لدي من الافكار ما تجعلني مكتئب و فاقد القدره علي مخالطتهم
معك قلق خذ حبوب بندول نايت الموف جميله وتنفع لك انا عن تجربه متازه 👌,1,0,0,معك قلق حبوب بندول نايت الموف جميله وتنفع انا تجربه متازه,معك قلق خذ حبوب بندول نايت الموف جميله وتنفع لك انا عن تجربه متازه 👌
قلق مفرط وخوف شديد يارب سلم ونجي انت بيدك الاقمار كلها وانت الطيف الخبير 🤦🏻‍♀💔😭,1,0,0,قلق مفرط وخوف شديد يارب سلم ونجي انت بيدك الاقمار كلها وانت الطيف الخبير 🤦🏻‍♀💔😭,قلق مفرط وخوف شديد يارب سلم ونجي انت بيدك الاقمار كلها وانت الطيف الخبير 🤦🏻♀💔😭
فيني كآبة,1,0,0,فيني كابه,فيني كابه
كومة حزن فقلبي متعقدة ماني قادره اطلعها ولا اشرحها لأحد,1,0,0,كومه حزن فقلبي متعقده ماني قادره اطلعها ولا اشرحها لاحد,كومه حزن فقلبي متعقده ماني قادره اطلعها ولا اشرحها لاحد
لازم تقدرون انو الانسان تجيه فتره اكتئاب ومضغوط وتعبان مو كل شوي متغير ومتغير حقيقي اكتئاب فهمتو مو طايق احد ماله خلق لآي شي👎🏽,1,0,0,لازم تقدرون انو الانسان تجيه فتره اكتئاب ومضغوط وتعبان شوي متغير ومتغير حقيقي اكتئاب فهمتو طايق احد ماله خلق لاي شي👎🏽,لازم تقدرون انو الانسان تجيه فتره اكتئاب ومضغوط وتعبان مو كل شوي متغير ومتغير حقيقي اكتئاب فهمتو مو طايق احد ماله خلق لاي شي👎🏽
يس انه الإكتئاب اهلا اهلا,1,0,0,انه الاكتئاب اهلا اهلا,يس انه الاكتئاب اهلا اهلا
وقفت حلقه تسعة ومافيش حزن اكثر من كذا,1,0,0,وقفت حلقه تسعه ومافيش حزن اكثر كذا,وقفت حلقه تسعه ومافيش حزن اكثر من كذا
الجو العام فيه كآبة غريبة يا رب ارحمنا برحمتك🤲,1,0,0,الجو العام فيه كابه غريبه ارحمنا برحمتك🤲,الجو العام فيه كابه غريبه يا رب ارحمنا برحمتك🤲
حالتين اكتئاب جزء من الجوع وجزء نفسية ويه ويه,1,0,0,حالتين اكتئاب جزء الجوع وجزء نفسيه ويه ويه,حالتين اكتئاب جزء من الجوع وجزء نفسيه ويه ويه
الاكتئاب الي يجي بشهر شوال محد فكر يدرس اسبابه,1,0,0,الاكتئاب الي يجي بشهر شوال محد فكر يدرس اسبابه,الاكتئاب الي يجي بشهر شوال محد فكر يدرس اسبابه
حتى انا حزن,1,0,0,حتي انا حزن,حتي انا حزن
"اول مره ابكي من عوار القلب _x000D_
واول مره أحس روحي بتطلع مني",1,0,0,اول مره ابكي عوار القلب واول مره احس روحي بتطلع مني,اول مره ابكي من عوار القلب _x<NUM>D_واول مره احس روحي بتطلع مني
مكتئب بسبب محدش يعرفه حتي انا مش عارفه,1,0,0,مكتئب بسبب محدش يعرفه حتي انا عارفه,مكتئب بسبب محدش يعرفه حتي انا مش عارفه
خلي بالك من زيزي تسليط الضوء عل اضطراب نفسي موجود حوالينا كتير و لا نجيد التعامل معه وايضا مناقشة,1,1,0,خلي بالك زيزي تسليط الضوء اضطراب نفسي موجود حوالينا كتير نجيد التعامل معه وايضا مناقشه,خلي بالك من زيزي تسليط الضوء عل اضطراب نفسي موجود حوالينا كتير و لا نجيد التعامل معه وايضا مناقشه
بيتنا كل سنه عندهم رمضان يعني عزى حزن اليل تمر على الغرف ماتسمع الا بكاء ودعاء و النهار ابن امه يرفع صوته ولا يطق,1,0,0,بيتنا سنه عندهم رمضان يعني عزي حزن اليل تمر علي الغرف ماتسمع الا بكاء ودعاء النهار ابن امه يرفع صوته ولا يطق,بيتنا كل سنه عندهم رمضان يعني عزي حزن اليل تمر علي الغرف ماتسمع الا بكاء ودعاء و النهار ابن امه يرفع صوته ولا يطق
مكتئب🚶‍♂️,1,0,0,مكتئب🚶‍♂️,مكتئب🚶♂️
أن حِزني الوحُيد هو أنني عُندما أنهي ما أكتبة ، أكتشِف أنه مجّرد بداية صِغيرة لما أريد قولة ,1,1,0,حزني الوحيد انني عندما انهي اكتبه اكتشف انه مجرد بدايه صغيره لما اريد قوله,ان حزني الوحيد هو انني عندما انهي ما اكتبه ، اكتشف انه مجرد بدايه صغيره لما اريد قوله
الوحده اصعب شي في الدنيا,1,0,0,الوحده اصعب الدنيا,الوحده اصعب شي في الدنيا
مش متخيلة نفسي كمان بتاع ١٠ سنين كدا وانا بحكي لولادي قصة كفاح امهم و قد اي هي عافرت و قاومت ضغت نفسي و اكتئاب و تخ,1,0,0,متخيله نفسي كمان بتاع سنين كدا وانا بحكي لولادي قصه كفاح امهم عافرت قاومت ضغت نفسي اكتئاب,مش متخيله نفسي كمان بتاع <NUM><NUM> سنين كدا وانا بحكي لولادي قصه كفاح امهم و قد اي هي عافرت و قاومت ضغت نفسي و اكتئاب و تخ
